"complaint-layer","js-tooltip","js-view-count","complaint-description","ellipsis-text"
"Eti Gıda Crax Baharatlı Çubuk Krakerden Metal Çıktı!","29 Kasım 2021 21:07","1.251","Eti Crax daha baharatlı ürünü yerken bir baktım ki bir metal var ağzımdan çıkardım hala inanamıyorum şaka gibi. Nasıl böyle bir şey olabilir. Ya yutsaydım ya da bir şey olursa. Hijyen eksikliği var resmen. Gerçekten bu bir sorumsuzluk örneği. Firmanın dikkat etmesi gerekiyor.",""
"Eti Gıda Kekten Naylon Çıktı","29 Kasım 2021 20:28","437","Getir uygulaması ile aldığım Eti topkek fındıklı kakaolu kekin içerisinden naylon çıktı. İyi ki poşetin tamamı kekin içinde değildi ki görebildik ve direk yemedik fark edebildik böyle bir markada bu şekilde dikkatsizlik olmamalı. Naylon yemek istemeyeceğimiz bir olay.",""
"Eti Gıda Çıtır Gofret Çekilişi!","29 Kasım 2021 19:41","5.396","Çıtır gofret'ten 4 tane çekilişe katıldık ama ambalajı saklayın bilgisi yoktu formda. Uyarı da yoktu. Sonradan katılım kurallarını okuyunca fark ettim","..."
"Eti Gıda Çikolatanın İçinden Yer Fıstığı Yerine Taş Çıkıyor","29 Kasım 2021 15:32","661","Getir marketle sipariş verdiğim yeni yer fıstıklı Eti Canga'nın içinde yaklaşık 15 tane taş çıktı. Gönül rahatlığıyla çikolata bile yiyemiyoruz. Dikkat edilmesini ve gerekenin yapılmasını rica ediyorum. Fark etmeseydim dişlerim bile kırılabilirdi. İnsan sağlığı ciddiye alınmalı.",""
"Eti Bozuk Çikolata","29 Kasım 2021 13:35","401","",""
"Eti Gıda Canga Ürün Bozuk Zehirlendim","29 Kasım 2021 12:37","854","27.11.2021 tarihinde yemiş olduğum Eti Canga çikolata yüzünden zehirlendim hastaneye acilden 2 serum alarak döndüm hala tam olarak düzelemedim evdekilere kimseye bir şey olmadı. Başka şey dokunmuş olamaz çünkü o çikolatayı tek ben yedim. Gereğinin yapılmasını rica ederim insan sağlığı bu kadar önems","..."
"Eti Gıda Tanımlanamayan Cisimli Hoşbeş Eti","29 Kasım 2021 12:28","928","Eti'nin hoşbeş misket limonlu kremalı gofret ürününün içinde tanımlayamadığımız siyah bir madde var, diğer gofretlerde çıkmadı sadece 1'inde var ve ço","..."
"Isırılmış Eti Cin!","29 Kasım 2021 00:02","461","İstanbul Esenler Bizim Marketten 22 Kasım tarihinde aldığım kapalı paket Eti Cin marka bisküvinin 3.-4. Diliminde yarım ve orta kısmında jölesi olmadığını fark ettim. Resmen ısırılıp bırakılmış gibi. Ürün, fatura ve yaşanan durumun görselini ekliyorum. Eti gibi köklü bir firmaya böyle bir ihmali yak","..."
"Eti Gıda Tarih Geçmediği Halde Kurtlanma","28 Kasım 2021 23:27","637","Marketten Eti'nin yeşil renkli kare olan çikolatalarından almıştık. Paketi açtığımda kurtlardan çikolata görünmüyordu. Tarihi geçmiş mi diye baktık ama daha 3 aylık bir sure vardı. Marketle görüştük muhafaza koşulları iyiydi herhangi bir sorun yoktu. Ona rağmen kurtlanmıştı.",""
"Eti Gıda Çubuk Krakerden Saç Çıktı","28 Kasım 2021 22:31","973","Aldığım Eti Crax baharatlı çubuk krakerin içinden saç çıktı.",""
"Eti Gıda Bozuk Ürünler Tutku Ve Karam","28 Kasım 2021 19:30","1.071","Dün akşam eşime abur cubur almasını söyledim oda Eti tutku ve Karam çikolatadan almış biraz önce Eti tutkuyu açtım bayat tuhaf bir tadı var içindeki çikolata akışkanı acı ayrıca tutkular nemlenmiş gibi yumuşacık boşu boşuna para verildi yemeden atıldı Eti karamda aynı çikolatanın üstü ara ara beyazm","..."
"Eti Gıda Müşterisine Değer Vermiyor","28 Kasım 2021 16:46","1.892","Bakkal dükkanı işletiyoruz aldığımız ürünlerin koli içi eksik çıkıyor plasiyere söylediğimizde benden önceki yapmış manasına getirdi şefi aradık plasiyer getirecek deyip kapattı plasiyere tekrar sorduk şef aradı ama getiremedim dedi şimdi de rut günü dükkanımıza uğramadı hakkımızı aramayalım mı elim","..."
"Eti Gıda Gold Çikolatasından Kurt Çıktı","28 Kasım 2021 13:48","1.090","Eti Gold çikolata paketinden kurt çıktı. Son tarihine daha zaman vardı. Paketi açtığımızda kurt dışkılarını gördük. Daha sonra detaylı baktığımızda iki tane kurdun hala daha içinde canlı olduğunu gördük. Nasıl oluyor da paketlenmiş jelatinlenmiş dışarıdan deforme olmamış paketin içinden kurt çıkıyor","..."
"Eti Gıda Popkek Oyun Dolu'da Aynı Kelimelerin Çıkması","27 Kasım 2021 23:59","527","Eti mini Popkek limonlu oyun dolu'da bir oyun keyfi sürmek isterken hep aynı kelimelerle karşılaştık. Yurtta tek eğlencemiz buydu yani. Ağız tadıyla oyun oynayamadık hiç hoş değil. Ama tadı güzeldi ya sadece limon dolgusu bir tık fazla olabilirdi.",""
"Eti Gıda Cin Ve Eti Puf Memnuniyetsizliği","27 Kasım 2021 23:52","646","Eti cin örümceklenmiş ve kurtlu ayrıca Eti puflarda da bayat taş gibi! İnsan sağlığı bu kadar ucuz olmamalı ben farkında olmadan çocuk son 2 taneye kadar kurtlu yemiş! Neysek geç farkında oldum gereğinin yapılmasını rica ediyorum. Lütfen dikkate alınsın!?",""
"Eti Gıda Puf İçinden Çıkan Kıl","27 Kasım 2021 23:01","824","Eti puf içinden kıl çıkması aldığım ilk ısırıkta kıl çıktı midem bulandı resmen hiç beklemiyordum Eti'den böyle bir şey çocuklarıma yedirdiğim bir şey ve her ürünü severek alıyorduk bundan sonra bir şey alacağımı sanmıyorum gerekirse dava açacağım böyle bir sorumsuzluk olamaz.",""
"Eti Gıda Eti Hoşbeş Kakaolu Gofret Yarım Çıktı","27 Kasım 2021 20:08","489","Marketten Eti hoşbeş kakao kremalı gofret aldım ama resmen yarısı yok paketi açtığım anda ""bu nasıl bir şey abi tepkisini verdim"", kalite kontrollerini yapmayı unutuyorsunuz herhalde 1 tanesinden bir ısırık bile alamadan görüntüsü garip geldiği için tüketemedim ve çöpe atmak durumunda kaldım.",""
"Eti Ve Eti Gıda Marketleri Bozuk Ürün!","27 Kasım 2021 19:37","744","26.11.2021 'de akşam 21:40 civarında Trendyol Market firmasından çikolata sipariş ettim. Gelen Eti marka Gold sütlü ürün kurtlanmış olarak geldi. Fark edene kadar 2 kare gibi yenmiş oldu. Trendyol a bildirdiğimizde ürünün parası iade oldu. Böyle tehlikeli bir olayda bu kadar basit bir çözüm mü olur.","..."
"Eti Gıda Bozuk Ürün","27 Kasım 2021 19:18","413","Konya'dan Ankara'ya gelirken yolda biraz mola verdim marketten Eti cin aldım çocuklar yesin diye yolda çocuklar yemek için açtığında tatları kötü ve değişik bir kokusu vardı. Koskoca Eti Gıda ya hiç yakıştıramadım hepsini çöpe attım aslında kargo yapıp fabrikanıza göndermeyi düşündüm ama sonra vazge","..."
"Eti Gıda Hoşbeşten Çıkan Küf!","27 Kasım 2021 17:16","435","Eti hoşbeş gofretin içerisinde küf rengi gofret çıktı istenirse teslim edebilirim duruyor güvenle yediğimiz markada bunun çıkması çok kötü bir durum 8 ve 2 yaşındaki kızlarım yerken bu durumla karşılaştık firmanın gerekli önemi alması gerektiğini düşündüğüm için yayımlamak istedim.",""
"Eti Gıda Süt Burger Küflü!","27 Kasım 2021 12:03","770","Eti burger aldım paketi yarı açıp çocuklarıma verdim az yediler kustular küflü olduğunu gördüm başkada almıştım onlarda aynı çıktı oğlumla kızım ateşledi kustular. Eti 'den şikayetçiyiz. Marketlere gelmesin çocuklara zarar veriyor yazık değil mi çocuklara ya bir de devamlı aldığım markaydı Eti. Artı","..."
"Eti Gıda Eti Hoşbeş Üst Kısmı Yok","27 Kasım 2021 09:51","661","Bugün yavuzselim mahallesinde bulunan su deposu caddesindeki BİM'den almış olduğum Eti hoşbeş gofreti açtığımda üst kısmının yenilmiş gibi yok maalesef üretim hatası olduğunu düşünüyorum Eti gibi bir firmada bu durumun yaşanması çok ilginç bu teknoloji çağında görselleri ekliyor olacağım.",""
"Eti Gıda Ürün Bozuk Çıktı","27 Kasım 2021 00:45","916","Ben 6 aylık hamileyim canım çikolata çekti ve eşimden rica ettim o da bana Eti içi bol çikolata fındıklı aldı. Hamile olduğum için aldığım bütün ürünlerin son kullanma tarihine daha dikkatli bakıyorum. Bu ürünün son kullanma tarihi 08.03.2022 olmasına rağmen, paketi açtığımda daha önce görmediğim bi","..."
"Eti Gıda İçindeki Sert Cisimler","26 Kasım 2021 20:19","850","Satın aldığım ürününüzden şikayetçiyim. Eti Canga çikolatayı ısırdım. Dişime çok sert cisim geldi. Dişimi neredeyse kıracak şekilde sert olan parçayı kontrol etmek için baktığımda küçük tahta parçalarına benzer olduğunu gördüm şikayetçiyim. Tett : 08/11/2021 l098 15:46 21:13",""
"Eti Gıda Sıcak Satış Personeli!","26 Kasım 2021 18:31","951","Gaziantep Şahinbey onkoloji mahallesinde market işletiyorum. Bu bölgeye bakan personel ne ödemesini almaya geliyor ne iadesini almaya geliyor ne de ürün satmaya geliyor. Aradığımız zaman gerek firma olsun gerekse şefleri vs kim olursa olsun muhatap bulamıyoruz. Bu firmaya bu şekilde çalışan personel","..."
"Eti Gıda Eti Lifalif Yulaf Ezmesinde Canlı Böcekler!","26 Kasım 2021 16:54","2.435","Eti lifalif yulaf ezmesinde canlı böcekler! Almış ve tüketiyor olduğum yulaf ezmesinde siyah şeyler dikkatimi çekiyordu ama yanmış yulaf deyip geçiyordum direk süte döktüğümden fark etmiyordum. Ancak önce yulafı döktüğümde siyahların hareket ettiğini gördüğümde şok oldum şimdi soruyorum ben günlerdi","..."
"Eti Gıda Gaziantep Bayisinin İlgisiz Oluşu","26 Kasım 2021 15:43","650","Bahçelievler Mah. İ̇nönü Caddesi Şahinbey 'de haypa market 700 M2 iş yerinin sahibiyim iş yerini açalım 4 ay oldu 4 aydır ürün sıkıntısı yaşıyorum ürün istediğim de ürünlerim istediğim gibi gelmiyor eksik geliyor nedenini sorduğum da ürünün az geldiğini yetmediğini ibraz ediyorlar kaç defa yetkilile","..."
"Eti Gıda Gofretler Farklı Renkte","25 Kasım 2021 22:55","520","Renkli hoşbeşlerimle herkese merhabalar. Hoşbeşlerim farklı renklerde bir tarafı koyu diğer tarafı açık renk bu ne saçmalıktır bu gofretlerin pişme süreleri mi farklı yoksa boya mı ne yiyoruz biz. Eti'ye hiç yakıştıramadığım bir şey bazı küçük detaylar mide bulandırıcı olabiliyor.",""
"Eti Gıda Gofret Çekilişi","25 Kasım 2021 21:00","2.760","Eti gofret çekiliş için email olmalı denilmiş fakat çekiliş sitesinde e. Mail ile bir yer yoktur .....www.citirhediyeler.com internet adresindeki çekilişine katılmak istediği ikramiyenin formuna ad-soyad, doğum tarihi, adres, e-posta ve GSM no. Bilgileri ile giren tüm kullanıcılar çekilişe katılacak","..."
"Eti Gıda Neden Mal Eksikliği Var?","25 Kasım 2021 16:23","1.778","Mağdurum mağdurum ve yine mağdurum Diyarbakır'da Denizhan market adında bir işletmemiz var ve bize bakan dağıtımcı elemanda çok satılan ürünler olmuyor (browni benim o Canga Karam vs.) Bu mal eksikliği sadece bize mi özel anlamıyorum dağıtımcı'nin aracında 2-3 satılmayan ürün var onlarda işimize yar","..."
"Eti Çikolata Böceklenme Skandalı","25 Kasım 2021 15:46","503","Eti Gold Antep fıstıklı çikolatadan çıkan örümcek ağı ve böcek ölülerini gördükten sonra bir daha asla Eti markasını alamayacağımı düşünüyorum. Korkunç bir durum. Resmen yıllardır yediğimiz markanın bu rezilliğini bir an önce düzeltmesi gerek. Kesinlikle tüketiciye böcekli bir ürün verilmemeli paket","..."
"Eti Gıda Karam Bitter Bozuk Çikolata Sorunu","25 Kasım 2021 14:59","809","Ürün bozuk çıktı son kullanım tarihi geçmesine rağmen çikolata bozuk görüntüyü ekledim. Böyle büyük firmayla bunu yaşıyorsak güvenip ne yiyebiliriz. Sağlığımızla oynuyorsunuz çocuklarımız bunu bilmeden yiyebilir böyle bir durumda hiçbir bahane kabul edilemez.",""
"Eti Gıda Sıkıntılı Ürünleri: Gofret, Çikolata, Bisküvi","25 Kasım 2021 13:56","982","Eti gibi bir firmaya yakıştırmadığımdan dolayı yazıyorum ben Eti'nin Eti cin Eti hoşbeş ve Eti 60 gr çikolatasını açtıktan sonra uğradığım hüsran beni şok etti çikolata bembeyaz çöpten çıkmış gibi etrafı boncuk boncuktu hoşbeş gofret ısırınca ağızda dağılmadı keçe gibi sertti her zamanki lezzet yokt","..."
"Eti Puf Ürününün Bozulması","25 Kasım 2021 13:44","710","Marketten aldığım Eti pufların hepsi bozuk çıktı. Aldığım Eti pufların kaymağı taş gibi olmuştu. Tarihi geçmemesine rağmen ürünün bozulması kafamı karıştırdı. Bisküvi kısmında bir sıkıntı yoktu ama kaymak kısmı taş gibi olmuştu. Bu konudan kaynaklı ilgililere bildirmenizi rica ediyorum.",""
"Eti Gıda Lifaliften Çıkan Minnak Böcek Ölüleri","25 Kasım 2021 06:10","2.853","Eti lifalif yulaf ezmesi aldım iki gün önce. Tam da süt döktüm, çocuğuna veriyordum ki, siyah minik bir şeyler var gibi. Yulaf sandım ama, bir de ne göreyim minnak kakalak ölüleri. Midem bulandı. Yeni aldığım paket olduğu gibi çöpe. Hiç yakıştıramadım. Çubuk Ankara",""
"Bozuk Eti Puf","24 Kasım 2021 23:33","589","Sizin ürünlerinizi ailecek çok severek tüketiyoruz. Özellikle 6 yaşındaki kızım sizin ürünlerinize bayılıyor. Fakat bugün aldığım ve ailecek çok severek yendiğimiz Eti puf ürününüzden şikayetçiyiz. Ürün bozuktu ve çok acı bir tadı vardı son kullanma tarihine baktım bir sorun gözükmüyordu. Bu nedenle","..."
"Eti Gıda Ürün Eksikliği","24 Kasım 2021 20:42","5.773","Gaziantep Şehitkamil mücahitler mahallesinde özel bir hastanede kantin işletiyorum firmanızdan ürün yazmak için gelen arkadaş Karam ahenk Canga Negro çok satan ürünlerin mevcut olmadığını söyleyerek bizi mağdur ediyor. Marka bir hastane olarak marka ürün satmak istiyoruz ama sürekli stokta olmuyor.","..."
"Eti Gıda Yeni Çikolata Yer Fıstıkları Kemik Gibi Sert","24 Kasım 2021 20:20","1.131","Eti Canga yeni çikolata fıstıkları kemik gibi sert. Eti çikolata yeni Canga ürününün içinden kemik benzeri maddeler çıktı, bu ürün yer fıstıklı ancak o kadar kuru ki dişimi neredeyse kıracaktım. Eti Canga'nın bar çeşidi halen var mı bilmiyorum ama bu ürün onun kadar başarılı değil doğrusu. Seri numa","..."
"Eti Gıda Yanmış Çubuk Kraker!","24 Kasım 2021 19:50","476","Ben Bugün marketten Eti ürünleri aldım eve geldim Eti peynirli çubuk açtım. Çubuğunun içinde yanmış çubuk krakerler vardı kömür gibi olmuştu. Normalde Eti nin ürünlerini sürekli alırım çok severek yerim başıma ilk defa böyle bir şey geldi gerçekten çok şaşkınım.",""
"Eti Gıda Cin Taş Gibiydi!","24 Kasım 2021 18:08","292","",""
"Eti Gıda Crax Peynirli 175 Gr Ağırlaşmış Acımış Bir Yağ Kokusu Vardı","24 Kasım 2021 14:14","3.064","Eti Crax 175 gr peynirli çubuk kraker ürün paket bilgisi ""21/04/2022 krk - l 111 14:36.10.2"" ürünü Bim marketten tek olarak aldım eve gelip paketi açt","..."
"Eti Gıda Yulaf İçinden Çıkan Kılçıklar","24 Kasım 2021 11:16","624","Kızım ek gıdaya geçtiğinden beri yani yaklaşık 6 yıldır yulaf ezmesini severek kullanıyordum. Yulaf ezmesi ya da ince çekip ununu her kahvaltıda mutlaka kullanıyorum. Evde her zaman iki ya da üç paket yedekli durur. Ama son bir yıldır içinden kılçıkları çıkıyor. Sütle pişirince içindeki kılçıklar in","..."
"Eti Gıda Burçak Bisküvide Yabancı Cisim","24 Kasım 2021 11:06","834","Eti Burçak bisküvi içinde beyaz yabancı bir şey var. Ne olduğu anlaşılmıyor. Yıllardır alıyorum ilk defa böyle bir şeye rastladım. Gördüğüm anda şok o","..."
"Eti  Küflü Ürünü","24 Kasım 2021 02:40","550","10 aylık kızım için bugün Süt Burger aldım ve yedirdim yarısını paketten diğer yarısını çıkartınca küflenmiş olduğunu gördüm ve tarihine daha çok var. Eğer kızıma bir şey olursa bunun vebalini çok ağır ödeyecekler bir daha asla Eti markasının hiçbir ürününü almam, kızım ve ben küflü Eti markasının S","..."
"Eti Gıda Küflenmiş Eti Süt Burger","23 Kasım 2021 22:09","354","Mahalle bakkalından almış olduğum Eti süt burgerin son kullanma tarihinin bitmesine 20 gün daha olmasına rağmen açtığımızda küflenmişti. Bu atıştırmalık ürünleri çocuklarımız tüketiyor. Üzücü bir durum, farkında olmasak biz görmeden çocuğumuz açıp yese ne tür rahatsızlık meydana gelir kim bilir.",""
"Eti Gıda Ürün İçinden Çıkan Haşerat","23 Kasım 2021 20:32","1.098","Eti Form İncirli diyet bisküviyi bir güzel yedim daha sonra paketi tamamen açtım ki tüm böcek midem hala kendine gelemedi ne diyeceğimi bilmiyorum. Son kullanma tarihi de geçmemişti. Evde ne kadar paketli gıda varsa attım.",""
"Eti Gıda Çekiliş Kodu Silinmesi","23 Kasım 2021 20:12","2.252","Çekilişe katılmak için Eti çikolatalı gofret aldık üç paket çöpe gitti kodun üzerindeki çikolatayı silmek için sadece parmağım ile dokunduğumda kod si","..."
"Eti Browni Kekin İçinden Kurt Çıktı","23 Kasım 2021 19:51","1.003","Eti browni kekin içinden kurt çıktı. Her yere şikayet edeceğim sizi dava açacağız. Bu nasıl olabilir insan sağlığıyla oynuyorsunuz. Çocuk görmese yiyecekti kurtlu keki. Sabahtan beri öğürüyor, hasta ettiniz. Bunun hesabını vereceksiniz. Türkiye'nin önde gelen gıda markası Eti böyle bir sorumsuzluk g","..."
"Eti Gıda Her Zam Geçişinde Ellerinde Mal Olmuyor!","23 Kasım 2021 15:59","1.766","Her zam geçişinde ellerinde mal olmuyor nasıl oluyorsa Eti dilek grup'ta zam geçtikten sonra ellerinde mal oluyor şefler O***bey ve plasiyer arkadaş ellerinden geleni yapıyor bu nasıl oluyorsa ilgi alaka diğer birimlerde sıfır arkadaşlar biraz ilgilenin bu konuyla biz müşterilerimize karşı neden mah","..."
"Eti  Sütlü Çikolata Bozuk","23 Kasım 2021 12:51","247","Tavsiye edilen tüketim tarihi 02/02/2022 parti no :L03301:58.20.07 olan Eti marka 65 Gr sütlü çikolatayı marketten alıp açtığımda fotoğrafta görünülen manzara ile karşılaştım. Fat bloom olmuş sanırım ama görüntü olarak hoş değil. Tad olarak da ağızda kötü bir his veriyor. Eti gibi bir markaya yakışt","..."
"Eti Gong Ürününün İçinden Taş Çıktı","23 Kasım 2021 03:36","1.681","Ürününüzü yerken dişimin arasına taş sıkıştı bu neyden kaynaklanıyor bilmiyorum cidden bir daha almayacağım dişimi kırmak üzereydim verdiğim parayı da helal etmiyorum hak etmiyorsunuz o kazandığınız paraları aldığım ürün Eti Gong peynir ve acı aroma çeşnili.",""
"Eti Kekten Sert Acı Bir Cisim Çıktı","23 Kasım 2021 01:03","158","Eti top kekten sert acı bir cisim çıktı ne olduğunu anlayamadım böyle bir marka her zaman aldığımız bu ürün nasıl olur da böyle ihmalkar davranabilir denetleme kalite kontrol nerede bunu küçük çocuğuma da verebilirdim ne olduğunu inanın çözemedim resimlendirdim buyurun.",""
"Eti Gıda Canga Yer Fıstığı Yerine Taş Koyuyorlar","22 Kasım 2021 23:56","575","Migros'tan Eti Canga kare çikolata aldım içinde yer fıstığı yerine taş gibi bir şeyler çıktı dışım kırılıyordu. Ağrıyor şu anda şikayetçiyim bu nedir insan sağlığıyla oynuyorsunuz. Bu konu hakkında derhal müdahale edilmesi gerekiyor. Yardımcı olursanız sevinirim.",""
"Eti Bisküvisinden Kıl Çıktı","22 Kasım 2021 21:01","345","Ailece severek yediğimiz ve çay saatlerimizin vazgeçilmezi olan Eti Burçak bizi çok büyük hayal kırıklığına uğrattı tam bir ısırık aldığımız sırada içinden kıl çıktı biraz daha dikkatli olunması gerekmektedir. Bu olan olay bizi çok üzdü lütfen biraz daha dikkat edelim.",""
"Eti Gıda  kakaolu Gofretti İçinde Kağıt Çıktı!","22 Kasım 2021 20:33","284","22. Kasım 2021 A101 almış olduğum kakaolu gofretti içinde kağıt çıktı ambalajlı parçalı bir şekilde ve bunu ben değil 4 yaşındaki kızım fark etti boğazında kalmıştı. Bunun için bir şey yapılmasını istiyorum. Gereken ne varsa şikayetimi teyit edeceğim.",""
"Eti Wanted İçinden Çıkan Taş Benzeri Cisim","22 Kasım 2021 19:48","418","Eti Wanted çoklu paketi çikolatanın içinden taş benzeri bir şey çıkmıştır. Çikolatanın yarısına geldiğimde dişim kırıldı zannettim çıkardığım da Hindistan cevizi renginde ama taş gibi sert bir cisim vardı bu durumda çocuğum da anlamadan yiyebilir ve dişini kırabilirdi!",""
"Eti Petito'dan Kurt Çıktı","22 Kasım 2021 19:39","509","Petito aldım geçen akşam içinden kurt çıktı misafirlerime. Mahcup oldum bu kadar mi önem veriyorsunuz ve tarihine baktım tarihide var. Geri yapılsın... Bana dönüş kesinlikle yapılsın. Rengi zaten bir tuhaf yani biz genelde hep yiyoruz Petito'yu bir kez daha bozuk çıktı bir şey olmaz dedik ama bu sef","..."
"Eti Gıda Tarih Sorunu Olmayan Paketten Bozuk Ürün Çıkması","22 Kasım 2021 18:57","1.072","",""
"Eti Gıda Antep Fıstıklı Çikolata Beyazlamış","22 Kasım 2021 17:09","2.695","Bursa Osmangazi Yenibağlar Karanfil caddesindeki marketten 2 adet Eti Antep fıstıklı uzun çikolata aldım ikisi de beyazlamış son kullanma tarihinede g","..."
"Eti Gıda Ürün Olmaması, Yetersizliği","22 Kasım 2021 13:59","254","Ankara Eryaman'dan yazıyorum Eryaman'daki okulumuzun kantinleri için Eti ( bekiroğlu pazarlama) sipariş veriyoruz ama son haftalarda ne istediğimiz ürünleri ne de sipariş adetlerini getirebiliyorlar yüklü miktarda sipariş geçiyoruz ama gelmiyor. Etinin gerçekten üretim bandında sıkıntı mı var? Gerçe","..."
"Eti Gıda Çerez Politikasını Kabul Ettiğimizi Görmüyor","22 Kasım 2021 13:36","2.102","#Çitirhediyeler kampanyasına katılmak istedim ama sürekli ""çerez politikamızı kabul ettikten sonra tekrar deneyin"" uyarısı aldım. Ama zaten sayfaya ilk girişte çerez politikasını kabul etme seçeneklerinin olduğu sayfa açılıyor, kabul ettikten sonra da hediye seçimi ve bilgilerin girildiği sayfa açıl","..."
"Eti Gıda Çikolatalı Gofret Kat Ayrışması","22 Kasım 2021 12:34","382","Yine Eti çikolatalı gofret yine çatlak gofret. Otomattan aldığım Eti çikolatalı gofrette katların ayrıştığını gördüm. Eti üzme beni bu kaçıncı. Daha önce bu konuda şikayette bulunmuştum ancak hiç yol alamamışsınız. Ürünü yedim, paketi kampanya katılımı için muhafaza edeceğim.",""
"Eti Atıştırmalıkların Son Kullanma Tarihi Siliniyor!","22 Kasım 2021 09:10","171","İnsan sağlığıyla oynamayın. Son kullanma tarihi nerede bu ürünün? Elimi hafif değsem yazılar siliniyor. Sonradan eklenmiş gibi. Asıl önemli olan ürünün son kullanma tarihi. Gereksiz çoğu yazıya gösterdiğiniz özeni son kullanma tarihine gösterseydiniz, şu an bu şikayeti yazıyor olmazdım.",""
"Eti Gıda Küflenmiş Süt Burger","21 Kasım 2021 22:20","193","Küflenmiş süt burgerlerden bıktım artık tarihinde gecikmede yok ben anlamıyorum artık yazıp burgerler neden böyle küfleniyor acaba bıktım sürekli sedd-i 16 12 2021. Ne olacak bir çözüm bulun bunlara resim atıp belgeleyedebilirim bir çözüm bulun süt burger.",""
"Eti Gıda Çekiliş Kodum Eksik Çıktı","21 Kasım 2021 22:01","1.322","Çekiliş kodum boş çıktı.",""
"Eti Gıda Promosyon Ürünleri İle İlgili","21 Kasım 2021 17:39","1.893","Eti gofret alanlara bazı ürünlerde bulunan kodu göndererek çekilişe katılmak için kod olduğu söyleniyor ama kodu görmek veya okuyabilene aşk olsun. Bu","..."
"Eti Gıda Ambalaj İçinde Kirli Sorunlu Ürün","21 Kasım 2021 01:41","774","Eti Gong ürünü aldım ürünün içinde hep etrafı siyah siyah bir şekilde lekeler var yemedim çoğunu attım sadece delil olarak ambalajını ve 1 adet numuneyi tuttum yetkililerin bunu görmesini istiyorum ve bu şikayetimi göz önüne almalarını talep ediyorum.",""
"Eti Gıda Ürününün İçinden Ölü Kelebek Çıktı","21 Kasım 2021 01:33","331","Aldığım Eti Burçak bisküvinin içinden ölü kelebekler çıktı. Resmen ürün kurtlanmış gibi. Özellikle böyle bir dönemde nasıl bir dikkatsizlik hijyenin en üst seviyede olması gerekirken böyle bir şey resmen şaka gibi. Bir daha asla Eti markasından ürün almayacağım! Kalite kontrol diye bir şey var ama E","..."
"Eti Gıda Kremalı Bisküvi İçinden Çıkan Taş Parçası","21 Kasım 2021 00:57","5.740","Eti Kremalı Bisküvi içinden çıkan bir taş parçası 4 yıl önce yaptırdığım dişimi kırdı şimdi ağrısı mı çektiğim çile yoksa sökülüp tekrardan yapılması","..."
"Eti Çıtır Gofret Kampanya Sorunu","21 Kasım 2021 00:00","3.504","Kampanyalı Eti Çikolatalı Gofret paketlerinin içinden çıkan kodla çekilişe katıl, çıtır hediyelerden birini kazanma şansı yakala dedikleri pakete şifre aynen yazmama rağmen hep yanlış diyor kesinlikle inanmıyorum artık... Bu şekilde kaç tane için hep sonuç aynı.",""
"Eti Form Kepekli Bisküvi İçinden Yabancı Madde Çıktı","20 Kasım 2021 23:19","1.178","Bugün marketten aldığım Eti form kepekli bisküvinin içinden dal parçası, kabuk veya plastik gibi bir şey çıktı anında fotoğrafı çektim sürekli tükettiğim bir ürün ve böyle bir şeyle karşılaşmak beni üzdü. Umarım bundan sonra aynı şey yaşanmaz.",""
"Eti Hoşbeş İçinden Kağıt Makbuz Çıktı","20 Kasım 2021 16:37","867","19.11.2021 günü saat 20.32'de almış olduğum Eti Hoşbeş gofretlerin içerisinde kağıt makbuz çıkmıştır. Biz bunu çocuklarımıza yediriyoruz. Güvenerek aldığım Eti markasına hiç yakıştıramadım. Bu kadar bariz bir yanlış yapılabiliyorsa kim bilir ürünlerin içerisine neler bırakılabilir. Ailecek bu konuda","..."
"Eti Gıda Crax'tan Kıl Çıktı","20 Kasım 2021 15:41","1.128","Eti Crax baharatlı paketin içindeki üründen çubuk içine birleşmiş şekilde saç kılı çıkmıştır. Görsel ektedir. Konu ile ilgili gereğinin yapılmasını talep ediyorum. Şikayetçiyim. Kesinlikle kabul edilebilir bir şey değil. Sağlık ve temizlik konusunda hassasiyet nerede? Çalışanların temizliğine dikkat","..."
"Eti Crax Çubuk Kraker","20 Kasım 2021 01:57","1.488","20.11.2021 tarihinde almış olduğum Eti Crax peynirli çubuk krakerden beyaz bir iplik parçası çıktı. Kocaman alttaydı çok açtım güzelce onu yiyordum bir de baktım ki beyaz bir parça iplik. Lütfen dikkat edilsin saç toz vs kaçabiliyor daha önce de karşılaştığım oldu kod no: 71414.",""
"Eti Gıda Eti Beyaz Çikolatadan Kurt Çıktı","19 Kasım 2021 19:12","570","Eti Antep fıstıklı karamelize beyaz çikolata arabada akşam bir elimi attım birkaç dilim yedim ve hareket eden bir kurtla karşılaştım. Ben bazı meyveleri bile kurt çıkar diye yiyemez görmeye bile dayanamazken elimdeki pakette çıkması resmen psikolojimi bozdu. Değil dokunmak fotoğrafını bile çekemem.","..."
"Eti Gıda Üretim Kusuru","19 Kasım 2021 18:08","1.515","Eti wanted karamel çikolatasının içinden saç, kıl çıktı. Paketin değil, tam olarak çikolatanın içinde en alt kısımda bulunuyor. Üretici firma : Eti Gıda sanayi ve ticaret a. Ş. Çikolata fabrikası organize sanayi bölgesi orhan erden Bulvarı no:2 Eskişehir/Türkiye.",""
