"complaint-layer","js-tooltip","js-view-count","complaint-description","ellipsis-text"
"Ülker Bayat Çubuk Kraker","30 Kasım 2021 10:44","537","Bayat Çubuk Kraker. Ülker çubuk krakerler bayat çıkıyor, ısrarla farklı farklı yerlerden alıyorum ama birkaç pakette bir taze denk geliyor, bu sorunun","..."
"Ülker Coco Star Hindistan Cevizli Ürünün Zehir Gibi Tadı Olması","30 Kasım 2021 00:25","653","Ülker Coco Star Hindistan cevizli ürünün 12.09.2022 tarihli ürünü bugün aldım bozulmuş bildiğin acı tadı var Ülker bu kaliteden bence taviz vermemeli ama bu ürün çok tehlikeli 4 yaşındaki çocuğumun elinden aldım lütfen bu konu ile ilgilenin.",""
"Ülker Üründe Kötü Tat Ve Koku","29 Kasım 2021 23:15","674","255/3 01:06 STT 12.09.2022 olan Ülker Coco Star ürününüz ekşimiş ve küf kokuyor daha önce de aynı şeyi yaşadık ama önemsemedik şimdi tekrar farklı yerden alındığı halde kızım yerken yine aynı tat ve koku olduğu için şikayetimizi bildirmek istiyoruz. Ürünün yarısı duruyor. Bununla ilgili gerekli işle","..."
"Ülker İnsanların Yanıltılması","29 Kasım 2021 14:45","728","Dün akşam Alpella gofret aldım son kullanma tarihi 04.12.2021 daha önce de yaptığım alışverişlerimde raf fiyatlarıyla kasa fiyatları birbirini tutmuyordu ben bu olaydan dolayı Sağlık Bakanlığı'na ve CİMER'e şikayet hakkımı kullanacağım bu kadarda sıkıntı bir iş yeri ilk defa görüyorum.",""
"Ülker'in Kokulu Pul Çikolatası","29 Kasım 2021 14:10","948","Gerz Gıda'dan aldığım Ülker pul beyaz çikolata ve damla çikolatalar o kadar kötü bir durumdalardı ki özellikle pul beyaz çikolatada resmen hayvan pisliği kokusu vardı. İnsan sağlığıyla bu kadar oynanmaması gerektiğini ve bu durumun gereken mercilere iletilmesi için elimden geleni yapacağımı tarafını","..."
"Ülker Kalbim Gıda Diktatörlüğü","29 Kasım 2021 11:46","577","Ülker Kalbim Gıda Aydın istemediğim ürünleri zorla gönderiyor. Okul kantininde satamayacağım ürünleri satmam için zorla gönderiyor. Yoksa sana ürün yo","..."
"Ülker Yediğimiz Gıdada Kurtlanma","29 Kasım 2021 00:02","432","Sizi şikayet edeceğim Ülker Halley'in içinden kurtçuklar çıktı ve videosu da var şu an elimde ya bana derhal ulaşın ya da ben size yasal yollardan ulaşmasını bilirim bunun hesabını vereceksiniz sizin yüzünüzden sağlığımızdan olacağız mahkemeye vereceğim sizi.",""
"Ülker Çikolata İçinden Bir Cisim Çıkması","28 Kasım 2021 23:27","766","Ülker bitter Kare Çikolatanın içinde sert IP gibi beyaz bir şey çıktı görünce zaten yemedik. Normalde böyle bir sorunla karşılaşmamıştım hiç ve bu ürünü 4 yaşında çocuğum yiyordu. O an oda fark etmesem yiyebilirdi ve tadı da ger zamankinden biraz farklıydı.",""
"Ülker Ürün Kurtlu Çıktı","28 Kasım 2021 19:49","1.374","",""
"Ülker Verilen İskontolar Kaldırıldı","28 Kasım 2021 18:01","279","İstanbul Ümraniye de süpermarket işletmekteyim market ismi karmar market ilk başlarda sipariş alımına gelinmiyordu buraya şikayet yazdıktan sonra sipariş alımına gelindi. Sırf şikayet yazdım diye verilen iskontoyu iptal ettiler haftalık 4000 ila 6000 arasında alım yapıyorum gözdağı mı vermeye çalışı","..."
"Ülker Çikolata Bayat Çıktı","28 Kasım 2021 15:57","401","27.11.2021 tarihinde almış olduğum Ülker marka fındıklı üzümlü kare çikolatanın arkası bozuk gibi duruyor. Fark etmeden bir parça yedim ve daha sonra korkudan yiyemedim. Muhtemelen rafta uzun süre kalmış, satılmamış ve ben maalesef almışım. Bu çikolatayı açmadan bozuk veya bayat olduğunu anlayabilme","..."
"Ülker Cocostar'dan Gelen Acımsı Alkol Tadı","28 Kasım 2021 01:24","900","Aldığım Coco Star çikolata resmen anason kokuyordu. Tadı da aynı şekilde alkollüydü. 4-5 tane birden almıştım Bir tanesinde olsa neyse de hepsinde olunca tuhaf bir durumdu ufak bir çocukta yiyor olabilirdi. Nasıl böyle bir hata olabiliyor anlamıyorum.",""
"Ülker Ürünün Bozuk Olması","27 Kasım 2021 21:52","820","Ülker 5 li Coco Star satın aldım 1 adetinde tat bozukluğu vardı ve midemi altüst etti bütün yediklerimi çıkartmak zorunda kaldım her gün birçok kanalda ve sosyal medyada reklamı dönen bir firma ürünün böyle çıkıyor olması çok üzücü açıkçası bununla ilgili en kısa sürede tarafıma dönülmesini rica edi","..."
"Ülker Hanımeller Limonlu Ve Beyaz Çikolatalı Pişmemiş","27 Kasım 2021 19:55","611","Ülker hanımeller limonlu ve beyaz çikolatalı kurabiye A101 den aldığım iki paket ürünün biri pişmiş biri pişmemiş inanın birini yiyemedik hamur gibi kalmış bu konuda resim ve ürün paket bilgisi gönderiyorum umarım gerekeni yaparsınız... Gerekli bilgiler ektedir.",""
"Ülker Kurabiyeden Kurt Çıktı","27 Kasım 2021 15:13","496","Kurabiyenin içinden kurt çıktı. Fabrikada yapılan bir ürün nasıl kurtlu olabilir bilemiyorum. Sanırım hijyen kurallarına uyulmuyor. Ülker kurabiyeden bahsediyorum fotoğrafını ekledim bakabilirsiniz. Görmesek yiyecektik kurtla beraber. İnanılmaz gerçekten.",""
"Ülker Kul Hakkı Sevkiyatı","27 Kasım 2021 14:29","6.075","Sevkiyat personeli işini düzgün yapmıyor. Boşaltım için gelen araçlar keyfi olarak 6-7 saat bekliyorlar. Kafalarına göre öncelik veriyorlar. Bu araçlar Ülker'in deposu değil ben şahsım olarak sorumlu kim varsa. Hakkımı helal etmiyorum. Yazıktır biz burada bekleyince nasıl iş yapacağız evimize nasıl","..."
"Ülker Kurt Çıktı İnanılır Gibi Değil","26 Kasım 2021 18:45","554","Ülker bebe bisküvisi paketten kürt çıktı yani ne diyeceğimi bilemiyorum bu nasıl bir şey ya ya fark etmeden bebeğe verilse nasıl vereceksiniz bunun hesabını böyle köklü bir markadan bu iş yazıklar olsun 08.09.22 SKT buna rağmen böyle.",""
"Ülker Boş Çikolata Paketi","25 Kasım 2021 22:24","2.105","Bim marketler zincirinden almış olduğum Ülker mini ALL Star mix çikolata paketinin içinden çikolataların arasından içinde çikolata olmayan boş metro çikolata paketi çıktı. Lütfen paketleme yaparken daha dikkatli olunuz.",""
"Ülker Çokoprens Kremanın Yarısı Nerede?","25 Kasım 2021 21:45","597","Ülker'e olan güvenim kayboldu. Kremayı azaltmışlar ve kötü bir tadı var. İlgili kişilerin biraz ilgilenmesini rica ediyorum. Sürekli aldığım çokoprens'ide bir daha almayı düşünmüyorum. Firmanın isim kalitesini düşürmüşler. Marka olmak çok zordur. Marka olup marka kalmak daha önemli bence.",""
"Ülker Bozuk Coco Star","25 Kasım 2021 21:23","1.139","Ülker markasına ait beşli paket içerisindeki coco Star gıdası ilk ısırığı ağzıma aldığım anda, tüm ürünü geri çıkarmak kaldım. Ürünün tadı yoğun, adet","..."
"Ülker Bisküviden Kurt Çıktı!","25 Kasım 2021 15:46","1.983","Aldığımız bisküvinin içinden kurt çıktı. İlk defa böyle bir şeyle karşılaşıyorum. Hatta kurt bile değil kurtlar demem lazım. İçinden onlarca kurt çıktı. Ülker ürünlerini severek tercih ediyoruz ama bu olay bizi üzdü. Yetkililerden acil geri dönüş bekliyoruz. Ürün Ülker Saklıköy kremalı bisküvi almış","..."
"Ülker Çikolatadan Poşet Parçası Çıktı","25 Kasım 2021 12:36","416","Ülker çikolatadan poşet parçası çıktı karım hamile az kalsın yiyecekmiş bir de 2 çocuğum var onlara da yediriyoruz güvenilir diye aldığımız markadan çıkan şeye bak şok olduk lütfen daha dikkatli üretim yapın insan yiyor bunları geri dönmek isterseniz numaram 0535 57**9.",""
"Ülker Laviva Çikolata Bozuk Çıktı","25 Kasım 2021 11:18","1.077","Ülker Laviva çikolata aldım kızıma fakat bozuk çıktı rengi dönmüştü beyazlıklar vardı üzerinde bende tarihine baktım günü geçmemişti lütfen biraz daha dikkat edelim bunları çocuklarımız yiyor bende alırken Ülker diye güvenerek alıyorum asla başka marka çikolatalardan almıyorum ama artık Ülker'de güv","..."
"Ülker Albeni'de Ağır Deterjan Tadı Kokusu Var","24 Kasım 2021 23:24","695","Marketten 3 yaşındaki kızıma aldığım Ülker Albeni tane tane paketin içinden çıkan toplar çikolataları parça parça ve tadında ağır şekilde deterjan tadı var. Allah'tan çocuk tadı fark edip geri tükürdü. Çocuğumu zehirleyedebilirdi. Bu şikayetimi dikkate almanızı rica ediyorum, aksi takdirde gerekli m","..."
"Ülker Çikolatalı Gofrette Çikolata Kalmamış","24 Kasım 2021 22:58","711","Yaşım 34... Ufacık çocukken dahi severek tükettiğim Ülker çikolatalı gofretin üzerindeki çikolata katmanı zamanla o kadar azaldı ki şu an gofretin üzerinde bir zar tabakası kadar çikolata olduğunu gözlemliyoruz... Senelerdir klasikleşmiş olan Ülker'in amiral gemisi olan ürünlerin maliyet hesabı yapı","..."
"Ülker Alkol Tadında Coco Star!","24 Kasım 2021 20:57","598","24.11.2021 günü Ülker Coco Star çikolata aldım içerisine alkol eklemişler galiba, bildiğiniz alkol tadı var çikolatada, son tüketim tarihi 11.09.2022, eşim emziren bir anne iyi ki o yemeden önce ben yedim böyle bir hatanın Ülker gibi köklü bir firmadan çıkması hayal kırıklığı",""
"Ülker Hanımeller Paketinden Yenilmiş Bisküvi Çıktı","24 Kasım 2021 20:35","753","",""
"Ülker Çokonat'ta Kötü Görüntü","24 Kasım 2021 12:13","906","Bugün Ülker'den aldığım çikolatanın üzerinde ne olduğunu bilmediğim kabarcıklar mevcut. İğrenç bir görüntü. Son tüketim tarihinde sorun yok 21.08.2022 Neye inanıp güvenip yiyeceğimizi şaşırdık. Umarım kısa sürede hatanızın çözümü için ilgilenirsiniz çünkü ben peşini bırakmam bu durumun.",""
"Ülker Coco Star Şikayeti","24 Kasım 2021 11:56","1.136","Ülker Coco Star çikolatanın tadında bozukluk ve üzerinde keskin bir koku var. Çocuklardan birisi fark etmeden yediği için rahatsızlandı. Sonradan tadına baktığımızda bozukluğu fark ederek tüketmedik. Durumu Ülker'e ilettik. Ürünlere dair ön bilgi alınarak yetkili gönderileceği iletildi. Fakat belirt","..."
"Ülker Tarihi Geçmiş Çikolata","24 Kasım 2021 10:38","443","Marketten aldığım Ülker çikolatalı gofret küflenmiş çıktı yarısını yedikten sonra anladım ki çürük ben hemen fark ettiğim için bir şey olmadı çöpe attım ama başka biri zehirlene de bilir daha dikkatli olunmasını rica ederim tarihleri konusunda lütfen.",""
"Ülker Kıl Çıktı","23 Kasım 2021 23:43","1.290","Ülker olala muzlu waffle kek içinden beyaz kıl çıktı. İnanılır gibi değil. Bir çikolata yiyeceğim, olana bak. Gittim hemen kustum midem bulandı. Bu nasıl hijyen ben anlamadım. Böyle köklü bir markanın böyle olması içler acısı. Bir daha hiçbir çikolatanızı yemeyeceğim.",""
"Ülker Hanımeller Mahlepli Bisküvi İçinden Çıkan Yabancı Madde","23 Kasım 2021 18:04","831","Ülker Hanımeller mahlepli bisküvi aldık ve kurabiye de küçük salyangoz kabuğu çıktı nasıl bir üretici ve böyle gözden kaçar bir de Ülker gibi bir firma odur budur bisküviden soğuduk. Bir de o kadar sağlıklı ortam dediğiniz bu mu yani neye göre hangi aşamalardan geçiyor ve salyangoz çıkıyor.",""
"Ülker Coco Star Ağız Yakıyor!","23 Kasım 2021 14:45","652","Ülker Coco Star bozulmuş ürün asidik tadı var hatta alkol gibi ağız yakıyor.",""
"Ülker Bisküvi İçerisinde Kurt Çıkması","23 Kasım 2021 02:15","792","Ülker coco Star atıştırmalık içerisinde kurt çıktı son kullanma tarihi17 08 2022 bunun üçün dava açarsam ne olur ben Uşak'lıyım burada bayiden birkaç kişiyi aradım bilet olmaz dediler ne demek yani ben müşteriden oldum bir sürü hakaret yedim.",""
"Ülker Bisküviden Bir Şey Çıkması","22 Kasım 2021 23:34","344","Bisküviden beyaz çuval ipi plastik çıktı. Üç gün içinde gelmediniz, tatmin edici bir şey yapmazsanız, üç gün içinde avukatımla görüşeceğim. Çocuk sağlığını hiçe sayıyorsunuz. Ülker'e bunu yakıştıramadık, numunesi ve paketi elimde mevcut bu iki oldu bilginize.",""
"Bozuk Ülker Halley Karamelli","22 Kasım 2021 23:02","662","Dün çocuğum Halley istedi. Fakat aldığımız Halley karamelli bozuk çıktı. Gerek kokusu gerekse dış görüntüsüyle, hiç Ülker markasına yakışmayan bir içerikle karşılaştık. Aldığım yer uzak olduğu için, iade de edemedik. Çöpe gidecek bir şeyin değeri ne olursa olsun insanın canı sıkılıyor.",""
"Ülker Saklıköy'den  Canlı Kurt Çıktı!","22 Kasım 2021 22:30","1.490","Aldığım Ülker Saklıköy bisküvi içinde bir sürü canlı kurt ve etrafı ağ kaplamış bir şekilde yeni tarihli olmasına rağmen konu ile ilgili bilgilendirme yaparsanız çok iyi olur aksi takdirde konuyu adli mercilere taşıyacağım. İnsanların sağlığı bu kadar ucuz mu sizin için?",""
"Ülker Sakarya Bölge Bayi Sorumsuzluğu","22 Kasım 2021 11:51","931","Sakarya Akyazı market işletmeciliği var raf düzenlemeye gelenler bir geliyor bir gelmiyorlar teşhir oldu mu gelirler ama başka marketlerede girmesinler göreyim bu Sakarya bölge entaş bayi hiç yaramaz nasıl bir bayi lafa geldi mi mangalda kül bırakmaz.",""
"Ülker Sütlü Kare Çikolata Bozuk Çıktı","22 Kasım 2021 10:17","634","Ülker sütlü kare çikolata rengi görseldeki gibi tatsız bir şey. Rezalet yani koskoca Ülker'in satmış olduğu çikolataya bakın. Param çöpe gitti yani tadı rezalet kötü bayat bir tadı vardı üçüncü sınıf çikolata alsam daha güzel tadardı. Bir daha Ülker markasının yanından geçmem paramızla rezil oluyoru","..."
"Ülker Coco Star Alkol Tadı","21 Kasım 2021 19:10","967","Coco Star çikolata da alkol tadı var. Ekşi ekşi boğazımı yakıyor. 2 tane Bim'den almıştık ikisininde tadı bozuk çıktı. Ülker'e yakışmayan bir kalite sorunu. Umarım zehirlenme yaşamayız. Daha önce de bu sorunu yaşayan insanlar olmuş hala nasıl bir çözüm üretilemeyip ürün satışı devam ediyor anlamak z","..."
"Bayat Ülker Sütlü Çikolata","21 Kasım 2021 18:24","822","21.11.2021 tarihinde Söke Migros sanal marketten sipariş verdiğim Ülker Napoliten çikolata bayatlamış bu ürünlerin saklama koşulları denetlenmiyor mu? Bir gün öncesinde Migros 2m'den yenilenen kutusuyla Sence Ben temalı içeriğini beğenerek sipariş vermiştik ama ürünün yeni paketiyle gelmemesi bir ya","..."
"Ülker Coco Star ÇikolataDa Alkol Tadı Var","20 Kasım 2021 15:10","614","Coco Star almıştım iki tane ikisini de açıp deneyince alkol tadı olduğunu anladım son kullanma tarihine baktım 23.08.2022 tadı da bozulmuş olamaz bildiğiniz alkol tadı vardı, tüketmeyen biri olarak midem bulandı bu hiç normal bir durum değil nasıl böyle bir durumla karşı karşıya kalabiliyoruz.",""
"Ülker Hatalı Ve Yanmış Ürün","20 Kasım 2021 12:18","655","Aldığımız bisküvi yanık çıktı ilk defa böyle bir şeyle karşılaşıyorum. Ülker ürünlerini severek tercih ediyoruz ama bu sefer olmadı. Yetkililerden acil geri dönüş bekliyoruz. Ürün Ülker Biskrem bisküvi Balıkesir'de bulunan Getir sitesinde sipariş verdik.",""
"Ülker Napoliten Çikolata Bozuk","19 Kasım 2021 23:30","874","Ülker'in en sevdiğim ve sürekli aldığım Napoliten çikolatasında son bir aydır aldığım tüm paketler bu şekilde bozuk çıktı. Son kullanma tarihi geçmemiş ama hem tadı kötü hem üzerinde beyaz lekeler var. Farklı marketlerden aldım denemek için ama hepsi aynı.",""
"Ülker Coco Star Eskisi Gibi Masum Değil","19 Kasım 2021 22:52","434","Küçükken çok severek yediğimiz Coco Star 'ın bu kadar bozulduğunu tahmin edemezdim. Tadında eskiden Hindistan cevizi gelirdi şimdi ise ekşi mayhoş bir tadı var. Bozulmuş gibi. Üstelik son kullanma zamanına 1 sene varken. Resmen tüm anılarımı sildi süpürdü. Coco Star eskisi kadar masum değil.",""
"Ülker Bozuk Çikolata","19 Kasım 2021 20:49","1.065","Bu akşam A101 Zonguldak Ereğli şubesinden alışveriş yaptım ve 4 adet Ülker coco Star çikolatasını aldım eve gelip ürünün tadında çok gariplik vardı eşime verdim oda direk çıkardı kokusu bile bir başkaydı yıllardır yerim aynı çikolatadan ama bu bir farklı idi A101 şubesine gittim tarihine baktık 2022","..."
"Ülker Çokoprens Çok Kötü","19 Kasım 2021 18:47","1.000","Yıllardan beri Ülker çokoprens almamıştım 15 Kasım günü aldım. Durum çok kötü. Bisküvi kısmını çok kabartmışlar adeta un yok. Krema kısmı da öyle sadece şeker ve katkı maddesi var. Bir daha Ülker ürünü almayacağım.",""
"Ülker Üründen Kurt Çıktı","19 Kasım 2021 18:30","501","Ülker marka kraker içinden canlı kurt çıktı ve ürün yeni tarihli olmasına rağmen konu ile ilgili bilgilendirme yaparsanız çok iyi olur aksi takdirde konuyu adli mercilere taşıyacağım. Bu aldığım ürünü 1.5 yaşındaki çocuğum yiyecekti. İnsanların sağlığı bu kadar ucuz mu sizin için.",""
"Ülker Çikolata İçindeki Küflü Fıstıklar","19 Kasım 2021 16:41","572","Her zaman aldığım Antep fıstıklı çikolatanın içinde kullanılan fıstıklar resmen ıslak kalıp küflenmiş tadında idi ve yiyemedim. Ülker gibi bir firma böylesi kalitesiz ürün kullanıyorsa vay gerisini düşünmek istemiyorum. Resmen Antep fıstıkları küf tadında idi ve midem bulandı. Hiç kimsenin sağlığımı","..."
"Ülker Bisküvinin İçinden Kurt Çıkması","19 Kasım 2021 16:35","1.169","Ülker'in bir ürünü olan Probis bisküvisini yerken içinden kurt ve yavruları çıktı şok oldum ve bu durumu firmaya nasıl duyururum hiç bilgim yok inşallah sesimizi duyarlar ve tarihine 1 yıl var açtım 4-5 tane yedim ve sonradan fark ettim çok kötü oldum.",""
"Ülker Biskrem Duble Keşif'ten Bir Tarafı Yakılmış Bir Bisküvi Çıktı","19 Kasım 2021 15:41","624","Ülker Biskrem duble keşif aldık. Paketin içinden garip ısırılıp da yakılmış gibi bir bisküvi çıktı bu ne rezalettir gerçekten anlamıyorum. Firmalar hem ürünlerin fiyatlarını artırıyor hem de kusurlu ürünlerle karşılaşıyoruz bilerek falan mı yapıyorsunuz? Yarışa falan mı girdiniz saygınlığımızı nasıl","..."
"Ülker Bayat Tadında Acılık!","19 Kasım 2021 14:18","1.253","Her gün en az 1 paket severek tükettiğim Saklıköy bisküvi en son dün Migros'tan aldım kullanım tarihinin dolmasına daha zaman olmasına varken bayatlamış tadı ve ağızda kötü bir tat bırakıyor olması beni çok üzdü dediğim gibi çok sevdiğim bisküvimin neden böyle olduğuna anlam veremedim. Yetkililerin","..."
"Ülker Coco Star Bozuk","19 Kasım 2021 13:21","519","Son kullanma tarihi 08.09.2022 olmasına rağmen Ülker coco Star bozuk çıktı! Tadı çok kötü ekşimsi kızımın en sevdiği çikolataydı artık en sevmediği çikolata oldu. Bir daha nasıl güvenip çocuklarımıza alırız bilmiyorum ama aynı şeyi tekrar yaşamamak için muhtemelen almayız.",""
"Ülker Çikolata Üzerindeki Beyazlık","19 Kasım 2021 13:04","377","Paketi açtım ve bir beyazlık vardı. Başkasını açtım yine beyaz hepsini açtım hepsi beyazdı. Daha önce de olmuştu böyle bir şey sanki çikolata boyanıyor da beyaz olan yerleri boyanmamış gibi duruyor ve denemek için yedim çikolata tadı bile yok bir garip geldi.",""
"Ülker Kurt Çıktı Bisküviden","18 Kasım 2021 23:23","496","Aldığımız vişneli Biskrem'den kurt çıktı midem bulandı resmini çektim artık ölsem yemem bu kadar dikkatsizlik olamaz hiç mi dikkat edilemez artık Ülker bitmiştir benim için.",""
"Ülker Coco Star Küflenmiş İç","18 Kasım 2021 22:52","716","Marketten yeni aldığım ve son tüketim tarihi 16.06.2022 olan Coco Star çikolata içindeki Hindistan cevizi küflenmiş olduğu, tadı ve kokusu rahatsız edecek kadar kötü olduğunu resimde de görüldüğü gibi maalesef insan sağlığı bu kadar önemsiz mi.",""
"Ülker Shop Kargo Göndermiyor","18 Kasım 2021 21:38","4.263","Hepsiburada sitesinden Ülker shoptan. Allstar paket aldım siparişimi göndermiyor. Mesaj atıyorum satıcıya cevaplamıyor. Hepsiburada kayıt açıyor oryada hiçbir şey yok. Bizleri yanıltmayın. Maalesef biz mağdur oluyoruz. Ülker yazık. Size. Siparişimi göndermiyorsunuz.",""
"Ülker Dido Marka Çikolatadan Çıkan Kıl","18 Kasım 2021 12:50","1.049","Yakınımda olan zincir marketten aldığım Ülker Dido çikolatanın içinden çıkan kıl. Bununla ilgili müşteri hizmetlerini aradım ama bana el değmeden üretildiğini belirtiyor ve ürünün incelenmesi için bizden alınmasını belirtiyor insan sağlığı ile bu şekilde oynanılmamalı bunu bir açıklaması olmalı.",""
"Ülker Vegan Çikolata Vegan Değil","18 Kasım 2021 11:54","1.426","Vegan diye reklamı yapılan çikolatanın içinde yumurta, süt ve süt ürünleri var. Bebeğimizin yumurtaya, süt ve süt ürünlerine alerjisi olduğu için eşim de vegan beslenmek durumunda emziren bir anne olduğu için. Bu çikolatayı o yüzden aldık fakat içerisinde lesitin bulunduğu yazıyor. Lesitin yumurtada","..."
"Ülker Son Kullanma Tarihi Geçmemesine Rağmen Bozulmuş Ürün!","18 Kasım 2021 03:02","847","Aldığımız Ülker çekmece çikolata son kullanma tarihi olmasına rağmen bozuk çıktı tadı da bir o kadar yenmeyecek durumdaydı 2 paket aldık 2 Side aynı hem de beyazlamış küf tadı var kar gibi dağılıyor yenmeyecek bir durumdaydı. Bu konuyla ilgili lütfen gereği yapılsın.",""
"Aldığım Ülker Coco Star Ekşimiş","18 Kasım 2021 01:33","330","Arkadaşlarıma dağıtmak için Ülker coco Star almıştım. Her açan yüzünü ekşiterek ısırdı. Hepsi ekşimiş tatları garip, hemen tarihine baktım tarihide yeni bu nasıl olur? Çok mağdur ettiniz beni. Herkesten geri almak zorunda kaldım. Bir arkadaşım mide bulantısı yaşadı. Zor durumda bırakmayın insanları","..."
"Ülker Biskrem Fiyat Artışı Ve Gram Düşüşü","17 Kasım 2021 22:00","1.534","Ülker Biskrem devamlı alırım sevdiğimden dolayı... Lakin artık zamlara yetişemiyoruz bu arada zam yapılırken de ürünü küçüldüğünü de görüyoruz... Yakında cep Biskrem olacak herhalde. Fiyat olarak zam yapmasanız da küçüldüğünü fark ediyoruz.",""
"Ülker Bayat Ve Bozuk Ürün Satıyor","17 Kasım 2021 21:25","362","Trendyol üzerinden almış olduğum Ülker atıştırmalık paket resmen bayat ve kokuyor. 3 tane çikolatanın tadına baktım üçünde de aynı tad var sanki bayan parfümü sıkmışlar gibi. İade edin diyorlar 3 tane eksik diyorum yardımcı olamayız diyorlar. Koskoca Ülker bayat ürün satıyor.",""
"Ülker Hanımeller Kurabiyeden Saç Çıktı","17 Kasım 2021 18:55","3.804","Marketten aldığımız Hanımeller limonlu ve beyaz çikolatalı kurabiyenin içerisinden saç çıktı. Neyse ki çocuklara çıkmadı da bana çıktı. Gıda fabrikasında kişisel koruyucu donanımları olmadan nasıl personel çalıştırabilirsiniz? Yerken midem bulandı.",""
"Ülker Çokokremden Kurt Çıktı","17 Kasım 2021 18:25","1.099","",""
"Bozuk Olduğunu Düşündüğüm Ülker Antep Fıstıklı Beyaz Çikolata","17 Kasım 2021 13:13","520","Getir uygulamasından sipariş ettiğim Ülker Antep fıstıklı beyaz çikolatalı çikolatanın alt kısmında beyaz beyaz toz şeklinde kısımlar mevcut. Bozuk olduğunu düşündüğüm için tüketemedim. Son kullanma tarihi geçmemişti. Bu durumun düzeltilmesini talep ediyorum.",""
"Ülker Çikolata Bozuk","17 Kasım 2021 12:19","841","",""
"Ülker Kat Kat Tat Paketten Isırılmış Şekilde Çıktı","16 Kasım 2021 23:57","690","29.10.2021 tarihinde Ülker kat kat tat satın aldım ve paketi açtığımda içindeki ürünün %75'inin resmen ısırılmış olduğunu gördüm. Paketin içinde yarımdan daha az küçücük bir parça kalmıştı. Bu nasıl bir özensizliktir anlamıyorum. Fabrika çalışanları ürünü ısırıp pakete koyuyor herhalde.",""
"Ülker Çokoprens'teki Malzeme Eksikliği","16 Kasım 2021 19:00","338","Sizden hiç beklemezdim. Çocukken bayılarak yerdim, şimdiki haline bakın şunun. Malzemeden çok net şekilde alınmış. Önceden tüm taban krema olurdu, bir de şimdiki haline bakın. Asla ağzıma sürmem artık.",""
"Ülker Üründe Küf, Bayat, Tanımlanamayan Madde","16 Kasım 2021 11:04","1.079","Ürünün içinden siyah küf gibi bir şeyler çıktı. Çoklu ambalaj olan kremalı sandviç bisküvi aldım ailecek yerken 1 paketinde farklı şeyler gördüm içinde ufak siyah pislik gibi, küf gibi arayıp bilgilendirdim ama o kadar müşteriye değer vermiyorlar ki arayıp özür bile dinlemediler. Gıda sektörü ürünle","..."
"Ülker Coco Star Bozuk Ekşi Kokusu!","16 Kasım 2021 10:23","910","Ülker Coco Star son 1 haftada aldığım hepsi ekşi kokusu gibi bozuk konusu var. Tadı ekşimiş bir şekilde tarihi vs de geçmemiş. Yani ürün çok sevdiğimiz sürekli tükettiğimiz ürün, fakat ürün bozuk bildiğiniz benzin kokusu gibi bozuk kokuyor. Ürünü özellikle atmadık bekletiyoruz test vs isterseler di","..."
"A101'de Satılan Bozuk Ülker Coco Star Çikolata","15 Kasım 2021 22:19","1.542","",""
"Ülker 2 Ürün Parası Alıp 1 Ürün Gönderdi","15 Kasım 2021 17:12","4.290","890423516 sipariş no ile Ülker shop dan ürün aldım. 2 paket parası alıp 1 paket ürün geldi ve hiçbir şekilde muhatap bulamıyorum lütfen sıkıntıyı çöze","..."
"Küflü Ülker Coco Star!","15 Kasım 2021 14:29","759","Getir Çarşı'dan sipariş vermiş olduğum Ülker coco Star çikolatanın iç kısmındaki beyaz katmanın küflendiğini farkına vardım. Çikolata da yerken garip bir tad ağzıma geldi çikolataya baktım ki bir de ne göreyim beyaz kısımda küfler bunu Ülker'e hiç yakıştıramadım. Böyle köklü bir firmadan beklenmeyec","..."
"Ülker Çikolatalı Gofretin İçinden Sert Cisim Çıktı","15 Kasım 2021 10:28","449","Çok sevdiğim Ülker çikolatalı gofret beni şaşkına uğrattı. İlk ısırığımda içinden 3 adet sert cisim çıktı. Sert cismin resmi de var elimde. Dışım kırılıyordu. Daha ilk ısırıkta böyleyse devamı nasıldır diye yiyemedim. Bunun sorumlusu kim? Neden böyle hata yapılıyor.",""
"Ülker Coco Star Tadında Bozukluk","15 Kasım 2021 02:05","625","Bugün marketten 2 adet coco Star aldım ve tadında tarif edemediğim acılık ekşilik vardı. Aynı alkollü çikolatalar gibi. Son kullanma tarihi 08.2022 ya","..."
"Ülker Ürün Kalitesi Görselden Farklı","15 Kasım 2021 01:04","888","Ülker asorti kurabiye, çocukluğumun bile en güzel ürünlerinden biriydi (36 yasındayım). Ne eski kalitesi var, ne de paket üzerindeki görselle yakından uzaktan alakası var. Eğer fiyatı kurtarmıyorsa, lütfen fiyata yansıtın bunu. Sizin fiyatla rekabet etmeye ihtiyacınız yok. Zaten müdavimleriniz var v","..."
"Ülker Coco Star Tadında Gariplik Var!","14 Kasım 2021 23:44","1.067","Coco Star'ın tadında bir gariplik var. Sanki vodka tadı geliyor ağıza. 2 gün önce de almıştım onda da aynı durum vardı. Ağzımın tadının değiştiğini düşünmüyorum aynı ürünün farklı bir markadan olanını da aldım onda bir problem yoktu. Sanırım üretim hatası var.",""
